grade,subject,approvalNumber,title,type,author,publisher,barcode
יא,צרפתית,897,"Bien Joué 3, Methode De Francais, Livre De L'Eleve",ספר לימוד,"C. Gilson, MG. Selle, MC. Jamet, A. Gruneberg",Hachette,1211
יא,צרפתית,8919,"Junior 3, Methode De Francais, Livre De L'Eleve",ספר לימוד,"M. Butzbach, C. Martin, D. Pastor, I. Saracibar",Cle International,1252
יא,צרפתית,8925,"Junior Plus 3, Methode De Francais, Livre De L'Eleve",ספר לימוד,"M. Butzbach, C. Martin, D. Pastor, I. Saracibar",Cle International,1229
יא,צרפתית,3163,"Le Kiosque 3, Livre De L'Eleve",ספר לימוד,"C. Himber, C. Rastello, F. Gallon",Hachette,1237
יא,צרפתית,893,Textes Choisis,ספר לימוד,Department Des Programmes D'Etudes,לוני כהן,1821221
יא,צרפתית,4463,חוברת עבודה צרפתית בקלות 2 / En Français Cahier D'Activités 2,חוברת עבודה,V. Laskov,Tlg Publishing House,12755
יא,צרפתית,4463,צרפתית בקלות 2 / En Français 2,ספר לימוד,V. Laskov,Tlg Publishing House,12753
יא,רוסית,9516,"באותו כוכב לכת 1, השפה הרוסית",ספר לימוד,"צוות ת""ל",לוני כהן,1821255
יא,רוסית,9517,"באותו כוכב לכת 2, השפה הרוסית",ספר לימוד,"צוות ת""ל",לוני כהן,1821171
יא ,מדעי החברה,4584,סוציולוגיה היחיד והיחד  כרך א,ספר לימוד,"ג.כהן, ע. לנציאנו",כנרת ,411264
יא ,ספרדית,4514,Espacio Joven 36º A1,ספר לימוד,E. Espacio,Edinumen,9788498489361
יב,חינוך גופני,4536,הפיזיולוגיה של המאמץ,ספר לימוד,"ש. נייס, ע. ענבר",פוקוס,293396
יב,חינוך גופני,4257,פסיכולוגיה בספורט והקשרה לביצוע מיטבי,ספר לימוד,"ר. יאור, ש. שדה",מכון וינגייט,978965555454
יב,אמנות חזותית,998,"אמנות הרנסנס באיטליה: פיסול, יח' 78",ספר לימוד,"א. מישורי, ע. טיבר",האוניברסיטה הפתוחה,123274
יב,אמנות חזותית,997,"אמנות הרנסנס באיטליה: ציור, יח' 911",ספר לימוד,א. מישורי,האוניברסיטה הפתוחה,12329
יב,אמנות חזותית,999,אמנות עכשווית אני מדברת אליכם: מאה השנים הראשונות,ספר לימוד,ר. דירקטור,עם עובד,8417121
יב,אמנות חזותית,9636,פרקים באמנות ישראלית,ספר לימוד,"צוות ת""ל",לוני כהן,182451
יב,אמנות חזותית,9348,תולדות האמנות: מבוא כללי,ספר לימוד,א. מישורי,האוניברסיטה הפתוחה,281489
יב,חינוך מוזיקלי,449,"אקורדים  בנייה בכתב וזיהוי בקריאה, חוברת תרגול מספר 3",חוברת לימוד,ר. ראובן,למה,877113
יב,חינוך מוזיקלי,4262,המחר לעולם אינו ידוע,ספר לימוד,א. קטורזה,רימון בית ספר לג'אז ולמוסיקה בתזמננו,19879446
יב,חינוך מוזיקלי,4365,הסולם והמקאם במסורת המוסיקלית הערבית,ספר לימוד,ד. מועלם,אורתו,1982991
יב,חינוך מוזיקלי,423,"הרמוניה טונלית, כרך א'",ספר לימוד,ד. הנדלסמן,רימון בית ספר לג'אז ולמוסיקה בתזמננו,1987912
יב,חינוך מוזיקלי,423,"הרמוניה טונלית, כרך ב'",ספר לימוד,ד. הנדלסמן,רימון בית ספר לג'אז ולמוסיקה בתזמננו,19879121
יב,חינוך מוזיקלי,441,מרווחים  בנייה בכתב וזיהוי בקריאה,ספר לימוד,ר. ראובן,למה,877111
יב,חינוך מוזיקלי,424,סולומוניה: מבחר דוגמאות מן המוזיקה הישראלית,חוברת לימוד,י. יופה וצוות כותבים,לוני כהן,1821267
יב,חינוך מוזיקלי,4411,סולמות  בנייה בכתב וזיהוי בקריאה,חוברת לימוד,ר. ראובן,למה,877112
יב,חינוך מוזיקלי,448,צלילוגיה  המדריך השלם לתיאוריה הבסיסית של המוסיקה המערבית,ספר לימוד,ר. ראובן,למה,813127
יב,חינוך מוזיקלי,4242,"קיצור תולדות המוסיקה לחט""ע",ספר לימוד,ע. אברבאיה,אורתו,1982911
יב,חינוך מוזיקלי,4351,תולדות המוסיקה מימי הביניים עד המאה העשרים,ספר לימוד,י. כהן,מטח,7821911
יב,מחול,9194,טרפסיכורה בסניקרס: מחול פוסט מודרני,ספר לימוד,נ. סבריאגו,אסיה,5131
יב,תיאטרון,4333,רעיון מעצב במה,ספר לימוד,ש. ארליך רוזנסקי,רכס,1591511
יב,תקשורת וקולנוע,91,אנו מכריזים בזאת: היסטוריה טלוויזיה וזיכרון,ספר לימוד,"צוות ת""ל",לוני כהן,1821213
יב,תקשורת וקולנוע,9157,המאה העשרים בראי הקריקטורה הפוליטית,ספר לימוד,"צוות ת""ל",לוני כהן,1821174
יב,תקשורת וקולנוע,9214,לגדול עם הטלויזיה  המסך הקטן בחייהם של ילדים ובני נוער,ספר לימוד,ד. למיש,האוניברסיטה הפתוחה,1698547
יב,תקשורת וקולנוע,8762,"לדעת לצפות, חלק א'",ספר לימוד,"צוות ת""ל",לוני כהן,182974
יב,תקשורת וקולנוע,9566,"לקרוא קריקטורה, בעקבות הציורים בספר ""שעת מבחן""",ספר לימוד,"צוות ת""ל",לוני כהן,182528
יב,תקשורת וקולנוע,9295,סדרת במאי הקולנוע הגדולים  סטנלי קובריק,ספר לימוד,נ. דיין,אורט,21213381
יב,תקשורת וקולנוע,9296,סדרת במאי הקולנוע הגדולים  סרגיי אייזנשטיין,ספר לימוד,נ. דיין,אורט,21213383
יב,תקשורת וקולנוע,9297,סדרת במאי הקולנוע הגדולים  פדריקו פליני,ספר לימוד,נ. דיין,אורט,21213382
יב,תקשורת וקולנוע,939,"עיתונאות  איסוף מידע, כתיבה ועריכה",ספר לימוד,"י. לימור, ר. מן",האוניברסיטה הפתוחה,161811
יב,תקשורת וקולנוע,931,עיתונות מקוונת,ספר לימוד,י. דרור,האוניברסיטה הפתוחה,161829
יב,תקשורת וקולנוע,9367,תקשורת המונים בישראל,ספר לימוד,א. סופר,האוניברסיטה הפתוחה,1612557
יב,תקשורת וקולנוע,9368,תקשורת ויהדות,ספר לימוד,"צ. ראשי וצוות ת""ל",לוני כהן,182127
יב,אזרחות,432,אתגר הרווחה במדינה הדמוקרטית,ספר לימוד,"ש. גודמן, מ. ברק",לוני כהן,182138
יב,אזרחות,4341,ישראל מדינה יהודית ודמוקרטית,ספר לימוד,ד. שחר,כנרת  זמורה,421173
יב,אזרחות,4453,להיות אזרחים בישראל במדינה יהודית ודמוקרטית,ספר לימוד,צוות כותבים,לוני כהן,1865194
יב,אזרחות,8932,משטר ופוליטיקה בישראל,ספר לימוד,א. דיסקין,אברהם דיסקין,8414
יב,גאוגרפיה  אדם וסביבה,4416,אטלס אוניברסיטאי,אטלס,"מ. ברור, ג. ביגר",יבנה | בונוס,119823
יב,גאוגרפיה  אדם וסביבה,948,אטלס אוניברסלי,אטלס,א. שחר,כרטא,441512
יב,גאוגרפיה  אדם וסביבה,3144,אטלס ישראל החדש  האטלס הלאומי,אטלס,צוות המרכז למיפוי ישראל ,המרכז למיפוי ישראל והאוניברסיטה העברית,1281
יב,גאוגרפיה  אדם וסביבה,3279,אטלס פיזימדיניכלכלי,אטלס,"מ. ברור, ג. ביגר",יבנה | בונוס,36186
יב,גאוגרפיה  אדם וסביבה,4193,"גאוגרפיה של המזה""ת  תמורות על סף המאה ה21",ספר לימוד,"א. סופר, ד. לן",עם עובד,321757
יב,גאוגרפיה  אדם וסביבה,427,האדם במרחב החברתיתרבותי,ספר לימוד,"א. גל, ע. פריאל",לוני כהן,1821314
יב,גאוגרפיה  אדם וסביבה,4269,הפיתוח והתכנון המרחבי,ספר לימוד,"א. שילוני, מ. שגב",לוני כהן,1821312
יב,גאוגרפיה  אדם וסביבה,4213,ישראל במאה ה21,ספר לימוד,"א. גרייצר, צ. פיין, מ. שגב",מטח,7824811
יב,גאוגרפיה  אדם וסביבה,4271,כדור הארץ והסביבה,ספר לימוד,ב. סביר,לוני כהן,1821313
יב,היסטוריה,4391,אטלס תבל  ללימודי היסטוריה וידיעת הארץ,אטלס,"מ. ברור, ג. ביגר",יבנה | בונוס,119792
יב,היסטוריה,4393,בונים מדינה יהודית ודמוקרטית במזרח התיכון,ספר לימוד,י. משעול,הייסקול,7841
יב,היסטוריה,4215,הלאומיות  בונים מדינה במזרח התיכון,ספר לימוד,"א. דומקה, צ. גולדברג, ח. אורבך","מרכז זלמן שז""ר",185582
יב,היסטוריה,4392,הלאומיות בישראל ובעמים,ספר לימוד,י. קוברסקי,כנרת  זמורה,411185
יב,היסטוריה,4325,הלאומיות המודרנית וראשית הציונות,ספר לימוד,י. משעול,הייסקול,7846
יב,היסטוריה,8621,העת החדשה אל מול עולם חדש,ספר לימוד,"האוניברסיטה העברית + צוות ת""ל",לוני כהן,1821234
יב,היסטוריה,4212,טוטליטריות ושואה,ספר לימוד,י. גוטמן,"מרכז זלמן שז""ר",185575
יב,היסטוריה,923,"יפן המודרנית  תרבות, היסטוריה",ספר לימוד,ב. שילוני,שוקן,41454
יב,היסטוריה,42,לדעת היסטוריה  הלאומיות בישראל ובעמים – בונים מדינה במזרח התיכון,ספר לימוד,"א. נווה, נ. ורד, ד. שחר",רכס,1591157
יב,היסטוריה,425,לדעת היסטוריה  טוטליטריות ושואה,ספר לימוד,"א. נווה, נ. ורד, ד. שחר",רכס,1591168
יב,היסטוריה,4369,ממדינת מקדש לעם הספר,ספר לימוד,ש. כהן,כנרת  זמורה,4211843
יב,היסטוריה,924,ממלחמת האופיום עד יורשי מאו,ספר לימוד,ש. אהרון,כנרת  זמורה,3156
יב,היסטוריה,4218,מסעות בזמן  בונים מדינה במזרח התיכון,ספר לימוד,ק. אביאליטביביאן,מטח,7823819
יב,היסטוריה,421,מסעות בזמן  משלום למלחמה ולשואה,ספר לימוד,ק. אביאליטביביאן,מטח,782385
יב,היסטוריה,413,"מעיל תשבץ – מפגש בין התרבויות, בין יהדות לאיסלם בימי הביניים, חלק ג'",ספר לימוד,"האוניברסיטה העברית + צוות ת""ל",לוני כהן,182123
יב,היסטוריה,4371,נאציזם  מלחמה ושואה,ספר לימוד,י. משעול,הייסקול,7848
יב,היסטוריה,4222,נאציזם ושואה,ספר לימוד,"ש. ענבר, מ. ליפשיץ",לילך,13137
יב,היסטוריה,4214,"עולם לאומי ב'  בונים מדינה במזה""ת",ספר לימוד,"מ. בר הלל, ש. ענבר",לילך,13132
יב,היסטוריה,8622,"על סיפה של ארץ חדשה, חלק ב'",ספר לימוד,"האוניברסיטה העברית + צוות ת""ל",לוני כהן,1821235
יב,היסטוריה,9322,פנים רבות לגבורה  קהילת קרקוב בתקופת הכיבוש הנאצי,ספר לימוד,פ. קראי,יד ושם,5773
יב,היסטוריה,9326,ציון בציונות: המדינה הציונית בשאלת ירושלים 19371949,ספר לימוד,מ. גולני,משרד הביטחון,48335
יב,היסטוריה,933,"קוממיות ונכבה  ישראל, הפלסטינים ומדינות ערב 1948",ספר לימוד,י. גלבר,דביר,12462
יב,היסטוריה,8623,"תולדות ארצות הברית: חזון, משברים וצמיחה",ספר לימוד,י. פלורסהיים,"מרכז זלמן שז""ר",18556
יב,היסטוריה,4432,"השיבה לציון  עלייה, התיישבות ועצמאות",ספר לימוד,"ת. הרץ, ד.גלעדי, א. חלפון",מכון הר ברכה,2461
יב,היסטוריה,4431,חורבן וגבורה נאציזם ושואה,ספר לימוד,ת. הרץ,מכון הר ברכה,2469
יב,היסטוריה,923,"יפן המודרנית  תרבות, היסטוריה",ספר לימוד,ב. שילוני,שוקן,41454
יב,היסטוריה,4156,"מהפכה וגאולה בישראל ובעמים, 192–1939",ספר לימוד,ש. ענבר,לילך,13122
יב,היסטוריה,4163,"מהפכה וגאולה בישראל ובעמים, 1939–197",ספר לימוד,ש. ענבר,לילך,13123
יב,היסטוריה,924,ממלחמת האופיום עד יורשי מאו,ספר לימוד,ש. אהרון,כנרת  זמורה,3156
יב,היסטוריה,4373,מסורת ומהפכות,ספר לימוד,"ת. הרץ, פ. רותם",מכון הר ברכה,2468
יב,היסטוריה,9322,פנים רבות לגבורה  קהילת קרקוב בתקופת הכיבוש הנאצי,ספר לימוד,פ. קראי,יד ושם,5773
יב,היסטוריה,9326,ציון בציונות: המדינה הציונית בשאלת ירושלים 19371949,ספר לימוד,מ. גולני,משרד הביטחון,48335
יב,היסטוריה,933,"קוממיות ונכבה  ישראל, הפלסטינים ומדינות ערב 1948",ספר לימוד,י. גלבר,דביר,12462
יב,היסטוריה,837,הציונות בראי הזמר והסמל – סביבת למידה ממוחשבת,ספר לימוד,"צוות ת""ל",לוני כהן,1825123
יב,היסטוריה,9313,"עצמאות תש""חתש""ט",ספר לימוד,מ. פעיל,משרד הביטחון,48323
יב,"לימודי א""י וארכיאולוגיה",4391,אטלס תבל  ללימודי היסטוריה וידיעת הארץ,אטלס,"מ. ברור, ג. ביגר",יבנה | בונוס,119792
יב,"לימודי א""י וארכיאולוגיה",863,"ההר המרכזי – יהודה, שומרון, השפלה ובקעת הירדן",ספר לימוד,"צוות ת""ל + יד בן צבי",יד יצחק בןצבי,2226314
יב,"לימודי א""י וארכיאולוגיה",864,הנגב  אדם וסביבה לאורך הדורות,ספר לימוד,ר. פלג,יד יצחק בןצבי,2226317
יב,"לימודי א""י וארכיאולוגיה",867,"זאת ירושלים, חלק א'",ספר לימוד,"צוות ת""ל + יד בן צבי",יד יצחק בןצבי,2221296
יב,"לימודי א""י וארכיאולוגיה",868,"זאת ירושלים, חלק ב'",ספר לימוד,"צוות ת""ל + יד בן צבי",יד יצחק בןצבי,2221268
יב,"לימודי א""י וארכיאולוגיה",453,ירושלים מראה מקום חלק א,ספר לימוד,ת. יעקובוביץ,יד יצחק בןצבי,2226322
יב,"לימודי א""י וארכיאולוגיה",453,ירושלים מראה מקום חלק ב,ספר לימוד,ת. יעקובוביץ,יד יצחק בןצבי,2226323
יב,"לימודי א""י וארכיאולוגיה",8612,"מישור החוף, אדם וסביבה לאורך הדורות",ספר לימוד,"צוות ת""ל + יד בן צבי",יד יצחק בןצבי,2221329
יב,"לימודי א""י וארכיאולוגיה",8618,"צפון הארץ, גליל, גולן ועמקים לאורך הדורות",ספר לימוד,"צוות ת""ל + יד בן צבי",יד יצחק בןצבי,222631
יב,מדעי החברה,4545,"מפגשים עם הפסיכולוגיה, מפגש ראשון",ספר לימוד,"צ. בראל, מ. נוימאיר",רכס,1592153
יב,מדעי החברה,4545,"מפגשים עם הפסיכולוגיה, מפגש שני",ספר לימוד,"צ. בראל, מ. נוימאיר",רכס,1592154
יב,מדעי החברה,4124,סוציולוגיה במעגלי החברה – חיברות,ספר לימוד,"נ. נווה, ר. אלעד",רכס,159649
יב,מדעי החברה,4117,סוציולוגיה במעגלי החברה – מוסד המשפחה,ספר לימוד,"נ. נווה, ר. אלעד, א. רן",רכס,1591153
יב,מדעי החברה,4112,סוציולוגיה במעגלי החברה – קבוצה,ספר לימוד,"נ. נווה, ר. אלעד, א. רן",רכס,1591152
יב,מדעי החברה,411,סוציולוגיה במעגלי החברה – תרבות,ספר לימוד,"נ. נווה, א. רן, ר. אלעד, ח. רודיטי",רכס,159629
יב,מדעי החברה,4584,סוציולוגיה היחיד והיחד  כרך א,ספר לימוד,"ג.כהן, ע. לנציאנו",כנרת ,411264
יב,מדעי החברה,4584,סוציולוגיה היחיד והיחד  כרך א,ספר לימוד,"ג.כהן, ע. לנציאנו",כנרת ,4112795
יב,ספרות,836,אסופות של יצירות מקור,ספר לימוד,מחברים שונים,ליון בוקס,1.28.4.4644
יב,ספרות,8619,"קוראים ספרות – מקראה: שירה, סיפורת, מסה",ספר לימוד,צוות אורט,אורט,2121449
יב,פילוסופיה,9513,אסתטיקה,ספר לימוד,"הלמ""ה",לוני כהן,1865114
יב,פילוסופיה,9579,מהי פילוסופיה?,ספר לימוד,"הלמ""ה",לוני כהן,1865115
יב,פילוסופיה,9631,פילוסופיה של הדת,ספר לימוד,"הלמ""ה",לוני כהן,1865124
יב,פילוסופיה,9647,תורת ההכרה,ספר לימוד,"הלמ""ה",לוני כהן,1865116
יב,פילוסופיה,9648,תורת המדינה,ספר לימוד,"הלמ""ה",לוני כהן,1865113
יב,פילוסופיה,9649,תורת המידות,ספר לימוד,"הלמ""ה",לוני כהן,1865112
יב,אמנויות העיצוב,957,אמנות האיפור,ספר לימוד,א. ניצן,לוני כהן,18618142
יב,אמנויות העיצוב,9526,גזרות בתולדות הלבוש,ספר לימוד,צוות ספר לכל,לוני כהן,32344
יב,אמנויות העיצוב,9538,היבטים בתולדות העיצוב,ספר לימוד,ב. פשט,לוני כהן,32732
יב,אמנויות העיצוב,8644,טקסטילים  טכנולוגיה טקסטילית כרך ראשון,ספר לימוד,ש. ליאון,לוני כהן,3285
יב,אמנויות העיצוב,9233,מאגר שאלות ותשובות בעיצוב שיער,ספר לימוד,"צוות מא""ה  מכון לאמצעי הוראה",ספרות עכשיו,29551321
יב,אמנויות העיצוב,9583,מונחי אופנה,ספר לימוד,"ע. רייך, א. מאירסון",לוני כהן,32124
יב,אמנויות העיצוב,9662,מושגי אופנה  מילון מצויר רבלשוני,ספר לימוד,"ע. רייך, א. מאירסון",לוני כהן,32348
יב,אמנויות העיצוב,9623,עיונים באמנות המאה העשרים,ספר לימוד,נ. הדס,אורט,2121335
יב,אמנויות העיצוב,8699,עיצוב אופנה,ספר לימוד,מ. זיו,לוני כהן,32681
יב,אמנויות העיצוב,938,עיצוב שיער  יסודות המקצוע,ספר לימוד,י. פרידמן,ספרות עכשיו,2955132
יב,אמנויות העיצוב,9624,עיצוב שיער בראי התרבות האנושית,ספר לימוד,מ. צדקה שביט,המרכז לחינוך טכנולוגי חולון,3236
יב,אמנויות העיצוב,8714,פרקים בחומרי טקסטיל,ספר לימוד,מ.  פבזנר ,אורט,2121329
יב,ביוטכנולוגיה,8634,ביוטכנולוגיה ואיכות הסביבה,ספר לימוד,ס. רוקם,אורט,2121212
יב,ביוטכנולוגיה,427,הנדסה גנטית – מעקרונות ושיטות למחקר ויישומים,ספר לימוד,"ע. ירדן, ד. מיכאל",תרבות לעם,2794314
יב,ביוטכנולוגיה,9564,לקט ניסויים בביוכימייה מכשירית,ספר לימוד,"ב. כהן, מ. שטרן, ש. אליאס",אורט,21212144
יב,ביוטכנולוגיה,9637,פרקים בביוכימייה,ספר לימוד,"ע. פרימן, ס. אברמוב",לוני כהן,32119
יב,ביוטכנולוגיה,9646,תהליכים ביוטכנולוגיים,ספר לימוד,"ע. פרימן, ס. אברמוב","מפ""ט עמל",49221
יב,הנדסת אלקטרוניקה ומחשבים,4484,Arduino חלק א,ספר לימוד,ש. מלול,ידעטק,8146219
יב,הנדסת אלקטרוניקה ומחשבים,4484,Arduino חלק ב,ספר לימוד,ש. מלול,ידעטק,814622
יב,הנדסת אלקטרוניקה ומחשבים,953,אלקטרוניקה ומחשבים  מערכות ספרתיות,ספר לימוד,"י. שוורץ, צ. אזיה",מטח,781432
יב,הנדסת אלקטרוניקה ומחשבים,954,"אלקטרוניקה ומחשבים  מערכות ספרתיות, ניסויים, חלק ב' – תיכון חומרה",ספר לימוד,ש. גילעם,מטח,78143415
יב,הנדסת אלקטרוניקה ומחשבים,955,"אלקטרוניקה ומחשבים  מערכות ספרתיות, ניסויים, חלק ג'",ספר לימוד,ד. רפאלוביץ,מטח,78143416
יב,הנדסת אלקטרוניקה ומחשבים,4128,אלקטרוניקה תקבילית וספרתית,ספר לימוד,ש. גילעם,"מל""מ+האוניברסיטה הפתוחה+מטח",78143833
יב,הנדסת אלקטרוניקה ומחשבים,9132,בקרה ומערכות ממוחשבות  מערכות בקרה ואנרגיה,ספר לימוד,צוות מטח,מטח,7814371
יב,הנדסת אלקטרוניקה ומחשבים,9546,"המרת אנרגיה, חלק א'",ספר לימוד,צוות כותבים,,32812
יב,הנדסת אלקטרוניקה ומחשבים,9234,מבוא לבקרה  מערכות בקרה ואנרגיה,ספר לימוד,צוות מטח,מטח,78143712
יב,הנדסת אלקטרוניקה ומחשבים,9572,מבוא להנדסת אלקטרוניקה – תורת החשמל,ספר לימוד,י. גל,מטח,7814341
יב,הנדסת אלקטרוניקה ומחשבים,9577,מדידות ומכשור,ספר לימוד,א. אברמוביץ,מטח,7814336
יב,הנדסת אלקטרוניקה ומחשבים,9594,מערכות אלקטרוניות  תקשורת תקבילית ותקשורת ספרתית,ספר לימוד,אוניברסיטה הפתוחה + מטח,מטח,7814381
יב,הנדסת אלקטרוניקה ומחשבים,9596,"מערכות אלקטרוניות – תקשורת לוויינים ותקשורת תאית, י""ב",ספר לימוד,"ש. גילעם, ע. וינד",מטח,7814387
יב,הנדסת אלקטרוניקה ומחשבים,9597,"מערכות אלקטרוניות – תקשורת נתונים – התנסויות, י""ב",ספר לימוד,"א. שפרוני, שביט",מטח,78143821
יב,הנדסת אלקטרוניקה ומחשבים,9598,"מערכות אלקטרוניות – תקשורת נתונים, י""ב",ספר לימוד,א. שפרוני,מטח,7814382
יב,הנדסת אלקטרוניקה ומחשבים,4223,מערכות בקרה ואנרגיה  מערכות ספרתיות,ספר לימוד,צ. אזיה,מטח,7814377
יב,הנדסת אלקטרוניקה ומחשבים,9254,מערכות הספק,ספר לימוד,א. סגל,"אמי""ת",6511
יב,הנדסת אלקטרוניקה ומחשבים,4199,מערכות חשמל תורת החשמל כרך ב',ספר לימוד,"י. גל, מ. קלרטג, ת. מוקדי",מטח,7814373
יב,הנדסת אלקטרוניקה ומחשבים,4124,"מערכות מחשבים – העמקה בשפת ""C"" – תרגול וניסויים לכיתה י""ב",ספר לימוד,ג. הרמן,"מל""מ+האוניברסיטה הפתוחה+מטח",78143418
יב,הנדסת אלקטרוניקה ומחשבים,963,מערכות מחשוב ובקרה – מערכות בקרה,ספר לימוד,"מל""מ, או""פ, צוות מטח",מטח,7814381
יב,הנדסת אלקטרוניקה ומחשבים,964,מערכות מחשוב ובקרה – ניסויים במערכות בקרה,ספר לימוד,"מל""מ, או""פ, צוות מטח",מטח,78143813
יב,הנדסת אלקטרוניקה ומחשבים,966,מערכות תקשורת – תקשורת אלקטרואופטית,ספר לימוד,"ז. ויסמן, מ. קלרטג","מל""מ+האוניברסיטה הפתוחה+מטח",78143823
יב,הנדסת אלקטרוניקה ומחשבים,967,מערכות תקשורת – תקשורת אלקטרואופטית – ניסויים ופרויקטים,ספר לימוד,א. זרצקי,"מל""מ+האוניברסיטה הפתוחה+מטח",78143824
יב,הנדסת אלקטרוניקה ומחשבים,929,ניסויים בעיבוד אותות ספרתי א'  הנדסת אלקטרוניקה ומחשבים,ספר לימוד,צוות מטח,מטח,78143871
יב,הנדסת אלקטרוניקה ומחשבים,9291,ניסויים בתכנת הדמייה מתמטית א'  הנדסת אלקטרוניקה ומחשבים,ספר לימוד,צוות מטח,מטח,78143861
יב,הנדסת אלקטרוניקה ומחשבים,9657,"תקשורת תקבילית וספרתית – ניסויים, חלק ב', לכיתה י""ב",ספר לימוד,ש. גילעם,"מל""מ+האוניברסיטה הפתוחה+מטח",7814384
יב,הנדסת בנייה ואדריכלות,9552,חישוב סטטי וקונסט',ספר לימוד,צוות כותבים,,32298
יב,הנדסת בנייה ואדריכלות,962,"סטטיקה, חוזק חומרים ובטון מזוין",ספר לימוד,מ. מנדל,המרכז לחינוך טכנולוגי חולון,32292
יב,הנדסת בנייה ואדריכלות,9622,סרטוט קונסטרוקציות,ספר לימוד,צוות כותבים,,32293
יב,הנדסת מכונות,4386,אלקטרוניקה ומיכשור במערכות מכטרוניות,ספר לימוד,"ש. שרצקי, ע. רייספלד",אורט,2121153
יב,הנדסת מכונות,959,אנגלית טכנית לתלמידי מכללות במכונות,ספר לימוד,צוות מטח,מטח,7814333
יב,הנדסת מכונות,9522,"בקרה במכונות, חלק א'  לוגיקה",ספר לימוד,"ע. רייכספלד, ד. קלוס",אורט,21211511
יב,הנדסת מכונות,9521,"בקרה במכונות, חלק ב' – מערכות מיכון, עקרונות מדעיים",ספר לימוד,"ע. רייכספלד, ד. קלוס",אורט,21211512
יב,הנדסת מכונות,9523,"בקרה במכונות, חלק ג' – היבטים פיזיקליים ומתמטיים",ספר לימוד,צוות אורט,אורט,21211513
יב,הנדסת מכונות,9524,"בקרת תהליכים, י""א",ספר לימוד,"ז. בהיר, ע. לוי",אורט,212129
יב,הנדסת מכונות,9527,גאומטריה תיאורית ובניות גאומטריות – 1,ספר לימוד,מ. מרץ,"מפ""ט עמל",492361
יב,הנדסת מכונות,9529,"דינמיקה, לכיתות י""ג–י""ד",ספר לימוד,פ. קנדל,אורט,21211747
יב,הנדסת מכונות,8637,החומר הכוח והחוזק,ספר לימוד,ר. יחיאב י. דופלט ש. כהן וי. פישביין,אורט,21211715
יב,הנדסת מכונות,9539,היטלים ואיזומטרייה ומציאת היטל שלישי,ספר לימוד,מ. מרץ,"מפ""ט עמל",492362
יב,הנדסת מכונות,954,הכר את המוסך,ספר לימוד,צוות כותבים,"מפ""ט עמל",322344
יב,הנדסת מכונות,9545,המנוע המודרני,ספר לימוד,"י. ברגיג, ש. שמואל פרייזן","מפ""ט עמל",492343
יב,הנדסת מכונות,9163,הנדסת חומרים וטיפול תרמי,ספר לימוד,י. פישביין,אורט,21211843
יב,הנדסת מכונות,8642,הנדסת ייצור – להנדסאי מכונות,ספר לימוד,מ. מנור,"מפ""ט עמל",492351
יב,הנדסת מכונות,9547,"השלמות לספר ""פרקי מכניקה""",ספר לימוד,"י. גל, מ. קלרטג",מטח,7814375
יב,הנדסת מכונות,955,חוברת הדרכה למתחילים: Camcad,ספר לימוד,"צוות מפ""ט עמל","מפ""ט עמל",4923512
יב,הנדסת מכונות,9178,חוזק על אופניים,ספר לימוד,"י. דופלט, ש. גלר, ר. ואיזנברג",אורט,2121172
יב,הנדסת מכונות,9551,חום ומכונות חום,ספר לימוד,י. רוזנטל,המרכז לחינוך טכנולוגי חולון,32431
יב,הנדסת מכונות,918,חושבים מכטרוניקה,ספר לימוד,"א. בן חנן, ע. רייכספלד",אורט,21211514
יב,הנדסת מכונות,8771,חלקי מכונות 1,ספר לימוד,"י. וינגר, מ. פרישמן, י. אסתרליס, מ. הלפרן, י. גביש",אורט,212123
יב,הנדסת מכונות,8771,"חלקי מכונות, 2",ספר לימוד,"י. וינגר, מ. פרישמן, י. אסתרליס, ל. גוטמן",אורט,2121176
יב,הנדסת מכונות,8771,"חלקי מכונות, 3",ספר לימוד,"י. וינגר, מ. פרישמן, י. אסתרליס, נ. עמירן",אורט,2121148
יב,הנדסת מכונות,9554,חריטה: תרגילים,ספר לימוד,מ. גידרון,"מפ""ט עמל",492353
יב,הנדסת מכונות,9555,חשמל ואלקטרוניקה ברכב,ספר לימוד,א. כהן,"מפ""ט עמל",492342
יב,הנדסת מכונות,9556,חתכי גופים לסוגיהם ומתן מידות – 3,ספר לימוד,מ. מרץ,"מפ""ט עמל",492363
יב,הנדסת מכונות,9557,יישומי בקרה – רובוטיקה וראייה ממוחשבת,ספר לימוד,ד. בןצבי,מטח,7814391
יב,הנדסת מכונות,9558,"יישומי בקרה במערכות תעופה,  חלק 1",ספר לימוד,מ. אורלב,מטח,7814397
יב,הנדסת מכונות,9558,"יישומי בקרה במערכות תעופה, חלק 2 ",ספר לימוד,מ. אורלב,מטח,7814398
יב,הנדסת מכונות,9559,"יישומי בקרה בתיב""מ ובסיב""מ, בקרים מתוכנתים, מערכות ממשק",ספר לימוד,צוות מטח,מטח,781439
יב,הנדסת מכונות,956,יסודות השרטוט הטכני – חלק א,ספר לימוד,מ. מרץ,"מפ""ט עמל",11111
יב,הנדסת מכונות,956,יסודות השרטוט הטכני – חלק ב,ספר לימוד,מ. מרץ,"מפ""ט עמל",11112
