grade,subject,approvalNumber,title,type,author,publisher,barcode
א,עברית חינוך לשוני,2554,"קוראים ב א', חוברת 1  התחלות",ספר לימוד,"ו. גייגר פרלמן, ח. פורת",יסוד,5188268
א,עברית חינוך לשוני,2554,"קוראים ב א', חוברת 2  אני וחברים",ספר לימוד,"ו. גייגר פרלמן, ח. פורת",יסוד,5188269
א,עברית חינוך לשוני,2554,"קוראים ב א', חוברת 3  אני ומשפחתי",ספר לימוד,"ו. גייגר פרלמן, ח. פורת",יסוד,518827
א,עברית חינוך לשוני,2554,"קוראים ב א', חוברת 4  כיד הדמיון",ספר לימוד,"ו. גייגר פרלמן, ח. פורת",יסוד,5188271
א,עברית חינוך לשוני,2554,"קוראים ב א', חוברת 5  מה שילדים אוהבים",ספר לימוד,"ו. גייגר פרלמן, ח. פורת",יסוד,5188272
א,עברית חינוך לשוני,2554,"קוראים ב א', חוברת 6  כל שנה מחדש",ספר לימוד,"ו. גייגר פרלמן, ח. פורת",יסוד,5188273
א,עברית חינוך לשוני,2554,"קוראים ב א', חוברת 7  כותבים בכתב",ספר לימוד,"ו. גייגר פרלמן, ח. פורת",יסוד,5188239
א,עברית חינוך לשוני,2554,"קוראים ב א', חוברת 8  דפי תרגול",ספר לימוד,"ו. גייגר פרלמן, ח. פורת",יסוד,5188258
א,עברית חינוך לשוני,2614,"קוראים ולומדים בהנאה המחודש, חוברת 1",ספר לימוד,א. לוגסיזבורוב,יבנה | בונוס,199623
א,עברית חינוך לשוני,2614,"קוראים ולומדים בהנאה המחודש, חוברת 2",ספר לימוד,א. לוגסיזבורוב,יבנה | בונוס,199624
א,עברית חינוך לשוני,2614,"קוראים ולומדים בהנאה המחודש, חוברת 3",ספר לימוד,א. לוגסיזבורוב,יבנה | בונוס,199625
א,עברית חינוך לשוני,2614,"קוראים ולומדים בהנאה המחודש, חוברת 4",ספר לימוד,א. לוגסיזבורוב,יבנה | בונוס,199626
א,עברית חינוך לשוני,2614,"קוראים ולומדים בהנאה המחודש, חוברת 5",ספר לימוד,א. לוגסיזבורוב,יבנה | בונוס,199627
א,עברית חינוך לשוני,2614,"קוראים ולומדים בהנאה המחודש, חוברת חגים ",ספר לימוד,א. לוגסיזבורוב,יבנה | בונוס,19963
א,עברית חינוך לשוני,2614,"קוראים ולומדים בהנאה המחודש, מדפוס לכתב בהנאה",ספר לימוד,א. לוגסיזבורוב,יבנה | בונוס,199628
א,עברית חינוך לשוני,2853,"קסם וחברים, אותיות הכתב",ספר לימוד,צוות מטח,מטח,782155
א,עברית חינוך לשוני,2853,"קסם וחברים, הכרת האותיות",ספר לימוד,צוות מטח,מטח,78215
א,עברית חינוך לשוני,2853,"קסם וחברים, ראשית קריאה וכתיבה 1",ספר לימוד,צוות מטח,מטח,782151
א,עברית חינוך לשוני,2853,"קסם וחברים, ראשית קריאה וכתיבה 2",ספר לימוד,צוות מטח,מטח,782152
א,עברית חינוך לשוני,2853,"קסם וחברים, ראשית קריאה וכתיבה 3",ספר לימוד,צוות מטח,מטח,782153
א,עברית חינוך לשוני,2853,"קסם וחברים, שירים וסיפורים לכל השנה",ספר לימוד,צוות מטח,מטח,782154
א,עברית חינוך לשוני,2523,"בסוד האותיות, חוברת 1",ספר לימוד,כ. נשר,פאנל אור,13221
א,עברית חינוך לשוני,2523,"בסוד האותיות, חוברת 2",ספר לימוד,כ. נשר,פאנל אור,13222
א,עברית חינוך לשוני,2523,"בסוד האותיות, חוברת 3",ספר לימוד,כ. נשר,פאנל אור,13223
א,עברית חינוך לשוני,2523,"בסוד האותיות, חוברת 4",ספר לימוד,כ. נשר,פאנל אור,13224
א,עברית חינוך לשוני,2523,"בסוד האותיות, חוברת 5",ספר לימוד,כ. נשר,פאנל אור,13225
א,עברית חינוך לשוני,2523,"בסוד האותיות, חוברת 6",ספר לימוד,כ. נשר,פאנל אור,13226
א,עברית חינוך לשוני,2523,"בסוד האותיות, חוברת 7",ספר לימוד,כ. נשר,פאנל אור,13227
א,עברית חינוך לשוני,2523,"בסוד האותיות, חוברת 8",ספר לימוד,כ. נשר,פאנל אור,13228
א,עברית חינוך לשוני,233,"כח לקרוא, חוברת א'",ספר לימוד,ד. שניר,אח,2131536
א,עברית חינוך לשוני,233,"כח לקרוא, חוברת ב'",ספר לימוד,ד. שניר,אח,2131537
א,עברית חינוך לשוני,233,"כח לקרוא, חוברת ג'",ספר לימוד,ד. שניר,אח,2131538
א,עברית חינוך לשוני,233,"כח לקרוא, חוברת ד'",ספר לימוד,ד. שניר,אח,2131539
א,עברית חינוך לשוני,233,"כח לקרוא, חוברת ה'",ספר לימוד,ד. שניר,אח,213154
א,עברית חינוך לשוני,233,"כח לקרוא, חוברת ו'",ספר לימוד,ד. שניר,אח,2131541
א,עברית חינוך לשוני,233,"כח לקרוא, חוברת ז'",ספר לימוד,ד. שניר,אח,2131542
א,עברית חינוך לשוני,2499,"ליט""ף מ א' ועד ת', הוראת הקריאה והכתיבה על פי שיטת ליטף, חוברת מס' 1  מעברים",ספר לימוד,נ. אלטלף,המרכז להוראה דיפרנציאלית,5911
א,עברית חינוך לשוני,2499,"ליט""ף מ א' ועד ת', הוראת הקריאה והכתיבה על פי שיטת ליטף, חוברת מס' 2  חגי תשרי",ספר לימוד,נ. אלטלף,המרכז להוראה דיפרנציאלית,5912
א,עברית חינוך לשוני,2499,"ליט""ף מ א' ועד ת', הוראת הקריאה והכתיבה על פי שיטת ליטף, חוברת מס' 3  ידידות",ספר לימוד,נ. אלטלף,המרכז להוראה דיפרנציאלית,5913
א,עברית חינוך לשוני,2499,"ליט""ף מ א' ועד ת', הוראת הקריאה והכתיבה על פי שיטת ליטף, חוברת מס' 4  הסתיו והמשל",ספר לימוד,נ. אלטלף,המרכז להוראה דיפרנציאלית,5914
א,עברית חינוך לשוני,2499,"ליט""ף מ א' ועד ת', הוראת הקריאה והכתיבה על פי שיטת ליטף, חוברת מס' 5  חנוכה, חורף",ספר לימוד,נ. אלטלף,המרכז להוראה דיפרנציאלית,5915
א,עברית חינוך לשוני,2499,"ליט""ף מ א' ועד ת', הוראת שטף הקריאה והבנת הנקרא על פי שיטת ליטף, חוברת מס' 6  טו בשבט, פורים, אביב, פסח, יום העצמאות, שבועות, שבת, קיץ",ספר לימוד,נ. אלטלף,המרכז להוראה דיפרנציאלית,5916
א,עברית חינוך לשוני,2499,"ליט""ף מ א' ועד ת', הוראת שטף הקריאה והבנת הנקרא על פי שיטת ליטף, חוברת מס' 7  בע""ח, מעשים טובים, סיפורי עם וייחודו של יוצר",ספר לימוד,נ. אלטלף,המרכז להוראה דיפרנציאלית,5917
א,עברית חינוך לשוני,2499,"ליט""ף מ א' ועד ת', תרגול אותיות הדפוס ואותיות הכתב, חוברת מס' 8",ספר לימוד,נ. אלטלף,המרכז להוראה דיפרנציאלית,5918
א,עברית חינוך לשוני,2613,"צלילים מספרים, חברי הצלילים",ספר לימוד,"מ. הוכברג, מ. דודוביץ, ה. לסרכהן",רכגולד,199621
א,עברית חינוך לשוני,2613,"צלילים מספרים, חלק א'",ספר לימוד,"מ. הוכברג, מ. דודוביץ, ה. לסרכהן",רכגולד,199618
א,עברית חינוך לשוני,2613,"צלילים מספרים, חלק ב'",ספר לימוד,"מ. הוכברג, מ. דודוביץ, ה. לסרכהן",רכגולד,199619
א,עברית חינוך לשוני,2613,"צלילים מספרים, חלק ג'",ספר לימוד,"מ. הוכברג, מ. דודוביץ, ה. לסרכהן",רכגולד,19962
ב,חינוך מוזיקלי,2652,הכול בקול,חוברת לימוד,המכון לקידום האינטגרציה,יבנה | בונוס,41628
ב,חינוך מוזיקלי,2743,חגיגה בצלילים,חוברת לימוד,ש. גולדשטיין,ארט הוצאה לאור,81727
ב,חינוך מוזיקלי,2745,חליליות לכיתות בית הספר  חלק א,חוברת לימוד,ש. גולדשטיין,ארט הוצאה לאור,81726
ב,חינוך מוזיקלי,2745,חליליות לכיתות בית הספר  חלק ב,חוברת לימוד,ש. גולדשטיין,ארט הוצאה לאור,818112
ב,חינוך מוזיקלי,2745,חליליות לכיתות בית הספר  חלק ג,חוברת לימוד,ש. גולדשטיין,ארט הוצאה לאור,818312
ב,חינוך מוזיקלי,2653,פטר והזאב,חוברת לימוד,המכון לקידום האינטגרציה,יבנה | בונוס,416211
ב,חינוך מוזיקלי,2824,"צליל וקשת, ויולה",חוברת לימוד,"ת. אורדו, ע. גור, ל. לבנון",קהילה מנגנת,146577121
ב,חינוך מוזיקלי,2824,"צליל וקשת, כינור",חוברת לימוד,"ת. אורדו, ע. גור, ל. לבנון",קהילה מנגנת,87715
ב,חינוך מוזיקלי,2824,"צליל וקשת, צ'לו",חוברת לימוד,"א. חן, ע. גור",קהילה מנגנת,87713
ב,חינוך מוזיקלי,2487,צלילי המוסיקה 1,חוברת לימוד,המכון לקידום האינטגרציה,יבנה | בונוס,4161851
ב,חינוך מוזיקלי,2488,צלילי המוסיקה 2,חוברת לימוד,המכון לקידום האינטגרציה,יבנה | בונוס,4161853
ב,חינוך מוזיקלי,2721,קסם החלילית,חוברת לימוד,ע. גור,קהילה מנגנת,87711
ב,תקשורת וקולנוע,837,סיפורי מסך,ספר לימוד,"צוות ת""ל",לוני כהן,18296
ב,זהירות ובטיחות בדרכים,2748,"בדרך הזה""ב",ספר לימוד,צוות יסוד,יסוד,5188282
ב,זהירות ובטיחות בדרכים,85,בצעד שקול,ספר לימוד,א. עצמוני,למור,12354
ב,זהירות ובטיחות בדרכים,2842,הליכה כהלכה,ספר לימוד,א. עצמוני,למור,12352
ב,זהירות ובטיחות בדרכים,2475,הרכבת הקלה,ספר לימוד,א. אמדו,א.מ. מעגל שיווק,8164
ב,זהירות ובטיחות בדרכים,2435,חיוכים בדרכים  אופניים לשועל,חוברת עבודה,א. עצמוני,יבנה | בונוס,119724
ב,זהירות ובטיחות בדרכים,2435,חיוכים בדרכים  האח לרמזור המוצלח,חוברת עבודה,א. עצמוני,יבנה | בונוס,119391
ב,זהירות ובטיחות בדרכים,2435,חיוכים בדרכים  התמרור ששאג ולחש עצור,חוברת עבודה,א. עצמוני,יבנה | בונוס,119394
ב,זהירות ובטיחות בדרכים,2435,חיוכים בדרכים  חגיגה בשחור לבן,חוברת עבודה,א. עצמוני,יבנה | בונוס,119397
ב,זהירות ובטיחות בדרכים,2435,חיוכים בדרכים  מקראה,ספר לימוד,"א. עצמוני, נ. חרמון",יבנה | בונוס,119751
ב,זהירות ובטיחות בדרכים,2785,סימני דרך,ספר לימוד,א. עצמוני,למור,12351
ב,זהירות ובטיחות בדרכים,2861,עלילות הולך רגל בממלכת דרך,ספר לימוד,"ט. אבן חן, ר. יחזקאל",לילך,13159
ב,זהירות ובטיחות בדרכים,2838,רוני ואדון זהירוני,ספר לימוד,ר. שלין,"שמואל זימזון בע""מ",2771875
ב,זהירות ובטיחות בדרכים,2822,בצעד ראשון,ספר לימוד,א. עצמוני,למור,12353
ב,מולדת חברה ואזרחות,2579,דרך ארץ,ספר לימוד,"ג. שד""ר",אברמוביץ,87632
ב,מולדת חברה ואזרחות,234,"אני ומשפחתי, אני וחברי",ספר לימוד,"ז. מיימוני, ב. טליתמן",כנרת  זמורה,421351
ב,מולדת חברה ואזרחות,2942,הַמִשְפָּחָה שֶלִי וְהַסְבִיבָה הַקְרוֹבָה,ספר לימוד ,"ד. נגב זמיר, א. פאוסט",כנרת,421272
ב,מולדת חברה ואזרחות,2929,ישראל הבית שלנו,ספר לימוד,ח. מנצורה,יבנה | בונוס,119117
ב,מולדת חברה ואזרחות,2868,ישראלים צעירים ב,ספר לימוד,צוות מטח,מטח,7823861
ב,מולדת חברה ואזרחות,2868,"ישראלים צעירים ב, ערכת השיתוף שלי",ספר לימוד,צוות מטח,מטח,7823862
ב,מולדת חברה ואזרחות,2931,מולדתי ישראל,ספר לימוד,אילנה פרידה,יסוד,51882123
ב,מדע וטכנולוגיה,2676,"במבט חדש, מעשה בראשית, ב'",ספר לימוד,"המרכז לחינוך מדעי וטכנולוגי אוניברסיטת ת""א",רמות,24522
ב,מדע וטכנולוגיה,2933,מסע בעולם מופלא ב',ספר לימוד,פ. קצנלבוגן,ספרי גאולה 26 בע''מ,69923
ב,מדע וטכנולוגיה,2894,"א""ב של המדע לכיתה ב, חלק ראשון",ספר לימוד,"ע. ברנע, ט. אמברחציר, ש. איזרדל, ג. סלומון",יבנה | בונוס,119113
ב,מדע וטכנולוגיה,2894,"א""ב של המדע לכיתה ב, חלק שני",ספר לימוד,"ע. ברנע, ט. אמברחציר, ש. איזרדל, ג. סלומון",יבנה | בונוס,119114
ב,מדע וטכנולוגיה,287,"במבט חדש, השיניים שלנו",ספר לימוד,"המרכז לחינוך מדעי וטכנולוגי אוניברסיטת ת""א",רמות,24322
